Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Spare Dagger,Adventures in the Forgotten Realms,250,Near Mint,English,,,,,,,,$0.00
1,0,Spark Harvest,Commander Legends,150,Near Mint,English,,,,,,,,$0.00
1,0,Spark Reaper,War of the Spark,106,Near Mint,English,,,,,,,,$0.00
1,0,Spatial Contortion,Friday Night Magic,194,Near Mint,English,foil,,,,,,,$0.00
1,0,Species Specialist,Commander 2020,47,Near Mint,English,,,,,,,,$0.00
1,0,Spectacle Mage,Strixhaven: School of Mages,235,Near Mint,English,,,,,,,,$0.00
1,0,Specter of the Fens,Strixhaven: School of Mages,87,Near Mint,English,,,,,,,,$0.00
1,0,Spectral Adversary,Innistrad: Double Feature,77,Near Mint,English,,,,,,,,$0.00
1,0,Spectral Sailor,Jumpstart,178,Near Mint,English,,,,,,,,$0.00
4,0,Spell Pierce,Kamigawa: Neon Dynasty,80,Near Mint,English,,,,,,,,$0.00
1,0,Spell Rupture,Gatecrash,52,Near Mint,English,,,,,,,,$0.00
1,0,Spell Satchel,Strixhaven: School of Mages,258,Near Mint,English,,,,,,,,$0.00
1,0,Spell Satchel,Strixhaven: School of Mages,258,Near Mint,English,foil,,,,,,,$0.00
1,0,Spelleater Wolverine,Ikoria: Lair of Behemoths,137,Near Mint,English,,,,,,,,$0.00
1,0,Spellrune Painter // Spellrune Howler,Innistrad: Midnight Hunt,295,Near Mint,English,,,,,,,,$0.00
1,0,Sphere of Annihilation,Promo pack: Adventures in the Forgotten Realms,121,Near Mint,English,,,,,,,,$0.00
1,0,Sphinx of Uthuun,Commander Legends,406,Near Mint,English,,,,,,,,$0.00
1,0,Spike-Tailed Ceratops,Ixalan,209,Near Mint,English,,,,,,,,$0.00
1,0,Spiked Pit Trap,Adventures in the Forgotten Realms,251,Near Mint,English,foil,,,,,,,$0.00
1,0,Spiked Pit Trap,Adventures in the Forgotten Realms,251,Near Mint,English,,,,,,,,$0.00
1,0,Spiked Ripsaw,Innistrad: Crimson Vow,220,Near Mint,English,,,,,,,,$0.00
1,0,Spinal Centipede,Guilds of Ravnica,86,Near Mint,English,,,,,,,,$0.00
2,0,Spined Karok,Strixhaven: School of Mages,143,Near Mint,English,,,,,,,,$0.00
1,0,Spinerock Knoll,Commander 2020,316,Near Mint,English,,,,,,,,$0.00
2,0,Spinning Wheel Kick,Kamigawa: Neon Dynasty,207,Near Mint,English,,,,,,,,$0.00
1,0,Spire of Industry,Kamigawa: Neon Dynasty Commander,178,Near Mint,English,,,,,,,,$0.00
1,0,Spire Winder,Rivals of Ixalan,57,Near Mint,English,,,,,,,,$0.00
1,0,Spirit Summoning,Strixhaven: School of Mages,236,Near Mint,English,,,,,,,,$0.00
1,0,Spirit Summoning,Strixhaven: School of Mages,236,Near Mint,English,foil,,,,,,,$0.00
1,0,Spirit-Sister's Call,Kamigawa: Neon Dynasty,237,Near Mint,English,,,,,,,,$0.00
2,0,Spirited Companion,Kamigawa: Neon Dynasty,38,Near Mint,English,,,,,,,,$0.00
2,0,Spitfire Lagac,Zendikar Rising,167,Near Mint,English,,,,,,,,$0.00
1,0,Spitting Earth,Jumpstart,364,Near Mint,English,,,,,,,,$0.00
1,0,Spitting Image,Commander Legends,453,Near Mint,English,,,,,,,,$0.00
1,0,Splendid Reclamation,Prerelease Events: Innistrad: Crimson Vow,221,Near Mint,English,foil,,,,,,,$0.00
1,0,Split the Party,Adventures in the Forgotten Realms,76,Near Mint,English,,,,,,,,$0.00
1,0,Spoils of the Hunt,Adventures in the Forgotten Realms,205,Near Mint,English,,,,,,,,$0.00
1,0,Spontaneous Mutation,Commander Legends,100,Near Mint,English,,,,,,,,$0.00
1,0,Spore Crawler,Innistrad: Crimson Vow,222,Near Mint,English,,,,,,,,$0.00
1,0,Spore Frog,Modern Horizons,180,Near Mint,English,,,,,,,,$0.00
2,0,Sporeback Wolf,Innistrad: Crimson Vow,223,Near Mint,English,,,,,,,,$0.00
1,0,Sporecrown Thallid,Dominaria,181,Near Mint,English,,,,,,,,$0.00
1,0,Sporemound,Commander Legends,437,Near Mint,English,,,,,,,,$0.00
1,0,Spreading Insurrection,Modern Horizons 2,142,Near Mint,English,,,,,,,,$0.00
1,0,Spring-Leaf Avenger,Kamigawa: Neon Dynasty,208,Near Mint,English,,,,,,,,$0.00
1,0,Springmane Cervin,Strixhaven: School of Mages,144,Near Mint,English,,,,,,,,$0.00
3,0,Square Up,Strixhaven: School of Mages,238,Near Mint,English,,,,,,,,$0.00
1,0,"Squee, Goblin Nabob",Commander 2019,152,Near Mint,English,,,,,,,,$0.00
3,0,Squirrel Sanctuary,Modern Horizons 2,174,Near Mint,English,,,,,,,,$0.00
1,0,"Sram, Senior Edificer",Kamigawa: Neon Dynasty Commander,88,Near Mint,English,,,,,,,,$0.00
4,0,"Sram, Senior Edificer",Aether Revolt,23,Near Mint,English,,,,,,,,$0.00
2,0,Staggering Insight,Theros Beyond Death,228,Near Mint,English,,,,,,,,$0.00
1,0,Stampede Rider,Theros Beyond Death,155,Near Mint,English,,,,,,,,$0.00
1,0,Star of Extinction,Mystery Booster,1068,Near Mint,English,,,,,,,,$0.00
2,0,Star Pupil,Strixhaven: School of Mages,30,Near Mint,English,,,,,,,,$0.00
1,0,Starlit Mantle,Theros Beyond Death,67,Near Mint,English,,,,,,,,$0.00
1,0,Staunch Shieldmate,Core Set 2021,39,Near Mint,English,,,,,,,,$0.00
2,0,Steadfast Paladin,Adventures in the Forgotten Realms,38,Near Mint,English,,,,,,,,$0.00
1,0,Steel Dromedary,Modern Horizons 2,237,Near Mint,English,,,,,,,,$0.00
1,0,Steelclad Spirit,Innistrad: Double Feature,347,Near Mint,English,,,,,,,,$0.00
2,0,Steelclad Spirit,Innistrad: Crimson Vow,80,Near Mint,English,,,,,,,,$0.00
2,0,Steelclaw Lance,Throne of Eldraine,202,Near Mint,English,,,,,,,,$0.00
1,0,Steelgaze Griffin,Throne of Eldraine,65,Near Mint,English,,,,,,,,$0.00
2,0,Step Through,Modern Horizons 2,66,Near Mint,English,,,,,,,,$0.00
2,0,Stern Dismissal,Theros Beyond Death,68,Near Mint,English,,,,,,,,$0.00
1,0,Stinging Lionfish,Theros Beyond Death,69,Near Mint,English,,,,,,,,$0.00
1,0,Stitched Assistant,Innistrad: Crimson Vow,81,Near Mint,English,,,,,,,,$0.00
1,0,Stolen Vitality,Innistrad: Midnight Hunt,161,Near Mint,English,,,,,,,,$0.00
1,0,Stomping Ground,Ravnica Allegiance,259,Near Mint,English,,,,,,,,$0.00
1,0,Stone Golem,Core Set 2020,240,Near Mint,English,,,,,,,,$0.00
1,0,Stone Haven Pilgrim,Jumpstart,6,Near Mint,English,,,,,,,,$0.00
1,0,Stone Rain,Strixhaven Mystical Archive,45,Near Mint,English,,,,,,,,$0.00
2,0,Stonebound Mentor,Strixhaven: School of Mages,239,Near Mint,English,,,,,,,,$0.00
2,0,Stonecoil Serpent,Throne of Eldraine,235,Near Mint,English,,,,,,,,$0.00
1,0,Stonerise Spirit,Strixhaven: School of Mages,32,Near Mint,English,,,,,,,,$0.00
1,0,Stonerise Spirit,Strixhaven: School of Mages,32,Near Mint,English,foil,,,,,,,$0.00
1,0,Storm Skreelix,Innistrad: Double Feature,243,Near Mint,English,,,,,,,,$0.00
1,0,Storm Skreelix,Innistrad: Midnight Hunt,243,Near Mint,English,,,,,,,,$0.00
1,0,Storm Strike,Ravnica Allegiance,119,Near Mint,English,,,,,,,,$0.00
1,0,Storm the Festival,Innistrad: Midnight Hunt,200,Near Mint,English,,,,,,,,$0.00
1,0,Storm-Kiln Artist,Strixhaven: School of Mages,115,Near Mint,English,,,,,,,,$0.00
1,0,Stormblood Berserker,Mystery Booster,1070,Near Mint,English,,,,,,,,$0.00
1,0,Stormchaser Drake,Innistrad: Crimson Vow,82,Near Mint,English,,,,,,,,$0.00
1,0,Stormrider Spirit,Innistrad: Midnight Hunt,79,Near Mint,English,,,,,,,,$0.00
1,0,Stormtide Leviathan,Commander Legends,407,Near Mint,English,,,,,,,,$0.00
1,0,Story Seeker,Kaldheim,34,Near Mint,English,,,,,,,,$0.00
3,0,Storyweave,Kamigawa: Neon Dynasty,209,Near Mint,English,,,,,,,,$0.00
1,0,Strangleroot Geist,The List,626,Near Mint,English,,,,,,,,$0.00
1,0,Strategic Planning,Strixhaven Mystical Archive Etched,83,Near Mint,Japanese,,,,,,,,$0.00
1,0,Strategic Planning,Commander Legends,101,Near Mint,English,,,,,,,,$0.00
1,0,Strategic Planning,Strixhaven Mystical Archive,83,Near Mint,English,foil,,,,,,,$0.00
5,0,Strategic Planning,Kaldheim,77,Near Mint,English,,,,,,,,$0.00
2,0,Street Wraith,Mystery Booster,783,Near Mint,English,,,,,,,,$0.00
2,0,Street Wraith,Time Spiral Remastered,141,Near Mint,English,,,,,,,,$0.00
1,0,Strength of Solidarity,Zendikar Rising,206,Near Mint,English,,,,,,,,$0.00
1,0,Strider Harness,Rivals of Ixalan,183,Near Mint,English,,,,,,,,$0.00
1,0,Strike It Rich,Modern Horizons 2,143,Near Mint,English,,,,,,,,$0.00
1,0,Stromkirk Bloodthief,Innistrad: Midnight Hunt,123,Near Mint,English,,,,,,,,$0.00
1,0,Stromkirk Occultist,Commander 2019,153,Near Mint,English,,,,,,,,$0.00
3,0,Stuffed Bear,Innistrad: Midnight Hunt,259,Near Mint,English,,,,,,,,$0.00
1,0,Stumpsquall Hydra,Commander Legends,367,Near Mint,English,,,,,,,,$0.00
2,0,Sudden Breakthrough,Strixhaven: School of Mages,116,Near Mint,English,,,,,,,,$0.00
1,0,Sudden Breakthrough,Strixhaven: School of Mages,116,Near Mint,English,foil,,,,,,,$0.00
1,0,Sudden Breakthrough,Strixhaven: School of Mages,116,Near Mint,Japanese,,,,,,,,$0.00
1,0,Sudden Shock,Release Events,10,Near Mint,English,foil,,,,,,,$0.00
3,0,Suit Up,Kamigawa: Neon Dynasty,81,Near Mint,English,,,,,,,,$0.00
1,0,Sultai Ascendancy,Fate Reforged Clash Pack Promos,3,Near Mint,English,foil,,,,,,,$0.00
1,0,Sun-Crowned Hunters,Ixalan,164,Near Mint,English,,,,,,,,$0.00
4,0,Sunblade Samurai,Kamigawa: Neon Dynasty,39,Near Mint,English,,,,,,,,$0.00
2,0,Sunblade Samurai,Kamigawa: Neon Dynasty,315,Near Mint,English,,,,,,,,$0.00
1,0,Sunblast Angel,Commander 2020,102,Near Mint,English,,,,,,,,$0.00
1,0,Sundown Pass,Innistrad: Double Feature,533,Near Mint,English,,,,,,,,$0.00
1,0,Sungold Barrage,Innistrad: Midnight Hunt,36,Near Mint,English,foil,,,,,,,$0.00
1,0,Sungold Barrage,Innistrad: Midnight Hunt,36,Near Mint,English,,,,,,,,$0.00
1,0,Sunmane Pegasus,Theros Beyond Death,38,Near Mint,English,,,,,,,,$0.00
1,0,Sunrise Seeker,Ixalan,40,Near Mint,English,,,,,,,,$0.00
1,0,Sunset Revelry,Innistrad: Midnight Hunt,38,Near Mint,English,,,,,,,,$0.00
1,0,Sunspire Gatekeepers,Dragon's Maze,9,Near Mint,English,,,,,,,,$0.00
4,0,Supernatural Rescue,Innistrad: Crimson Vow,37,Near Mint,English,,,,,,,,$0.00
1,0,Sure Strike,Innistrad: Double Feature,446,Near Mint,English,,,,,,,,$0.00
2,0,Sure Strike,Innistrad: Crimson Vow,179,Near Mint,English,,,,,,,,$0.00
1,0,Sure-Footed Infiltrator,Zendikar Rising,83,Near Mint,English,,,,,,,,$0.00
1,0,Surgehacker Mech,Kamigawa: Neon Dynasty,260,Near Mint,English,,,,,,,,$0.00
1,0,Surgehacker Mech,Kamigawa: Neon Dynasty,260,Near Mint,English,foil,,,,,,,$0.00
1,0,Surgehacker Mech,"",,Near Mint,English,,,,,,,,$0.00
1,0,Surtland Frostpyre,Kaldheim,271,Near Mint,English,,,,,,,,$0.00
1,0,Survival Cache,Iconic Masters,34,Near Mint,English,,,,,,,,$0.00
1,0,Suspend,Modern Horizons 2,68,Near Mint,English,,,,,,,,$0.00
1,0,Suspension Field,Friday Night Magic,179,Near Mint,English,foil,,,,,,,$0.00
8,0,Swamp,Unsanctioned,91,Near Mint,English,,,,,,,,$0.00
1,0,Swamp,Unsanctioned,92,Near Mint,English,,,,,,,,$0.00
1,0,Swamp,Unsanctioned,92,Near Mint,English,foil,,,,,,,$0.00
4,0,Swamp,"",,Near Mint,English,,,,,,,,$0.00
1,0,Swarm Shambler,Zendikar Rising,207,Near Mint,English,,,,,,,,$0.00
2,0,Swarming Goblins,Adventures in the Forgotten Realms,162,Near Mint,English,,,,,,,,$0.00
1,0,Swathcutter Giant,Guilds of Ravnica,202,Near Mint,English,foil,,,,,,,$0.00
1,0,Sweltering Suns,Amonkhet,149,Near Mint,English,,,,,,,,$0.00
1,0,Swift Kick,Khans of Tarkir,122,Near Mint,English,,,,,,,,$0.00
1,0,Swift Reconfiguration,Kamigawa: Neon Dynasty Commander,10,Near Mint,English,,,,,,,,$0.00
1,0,Swift Response,Core Set 2021,40,Near Mint,English,,,,,,,,$0.00
1,0,Swiftfoot Boots,Commander Legends,474,Near Mint,English,,,,,,,,$0.00
2,0,Swiftwater Cliffs,Core Set 2020,252,Near Mint,English,,,,,,,,$0.00
2,0,Swiftwater Cliffs,Kamigawa: Neon Dynasty,277,Near Mint,English,,,,,,,,$0.00
1,0,Swirling Torrent,Ravnica Allegiance,56,Near Mint,English,,,,,,,,$0.00
1,0,Swords to Plowshares,Strixhaven Mystical Archive,10,Near Mint,English,,,,,,,,$0.00
1,0,Swords to Plowshares,Kamigawa: Neon Dynasty Commander,89,Near Mint,English,,,,,,,,$0.00
1,0,Sylvan Scrying,Mystery Booster,1345,Near Mint,English,,,,,,,,$0.00
4,0,Sylvan Scrying,Battle for Zendikar,192,Near Mint,English,,,,,,,,$0.00
1,0,Sylvan Shepherd,Adventures in the Forgotten Realms,206,Near Mint,English,,,,,,,,$0.00
1,0,Symmetry Sage,Strixhaven: School of Mages,56,Near Mint,English,,,,,,,,$0.00
2,0,Synchronized Spellcraft,Zendikar Rising,168,Near Mint,English,,,,,,,,$0.00
1,0,Synchronized Spellcraft,Zendikar Rising,168,Near Mint,English,foil,,,,,,,$0.00
3,0,Syncopate,Innistrad: Crimson Vow,83,Near Mint,English,,,,,,,,$0.00
1,0,Syndicate Messenger,Ravnica Allegiance,25,Near Mint,English,,,,,,,,$0.00
4,0,Syphon Essence,Innistrad: Crimson Vow,84,Near Mint,English,,,,,,,,$0.00
2,0,"Syr Alin, the Lion's Claw",Throne of Eldraine,32,Near Mint,English,,,,,,,,$0.00
1,0,"Syr Faren, the Hengehammer",Throne of Eldraine,177,Near Mint,English,,,,,,,,$0.00
1,0,Tah-Crop Skirmisher,Amonkhet,72,Near Mint,English,,,,,,,,$0.00
1,0,Tajuru Blightblade,Zendikar Rising,208,Near Mint,English,,,,,,,,$0.00
1,0,Tajuru Snarecaster,Zendikar Rising,210,Near Mint,English,,,,,,,,$0.00
2,0,"Takenuma, Abandoned Mire",Kamigawa: Neon Dynasty,278,Near Mint,English,,,,,,,,$0.00
4,0,Tales of Master Seshiro // Seshiro's Living Legacy,Kamigawa: Neon Dynasty,210,Near Mint,English,,,,,,,,$0.00
2,0,Tales of Master Seshiro // Seshiro's Living Legacy,Kamigawa: Neon Dynasty,210,Near Mint,English,foil,,,,,,,$0.00
2,0,Tall as a Beanstalk,Throne of Eldraine,178,Near Mint,English,,,,,,,,$0.00
1,0,Talrand's Invocation,Jumpstart,182,Near Mint,English,,,,,,,,$0.00
1,0,"Tameshi, Reality Architect",Kamigawa: Neon Dynasty,82,Near Mint,English,,,,,,,,$0.00
2,0,"Tameshi, Reality Architect",Kamigawa: Neon Dynasty,375,Near Mint,English,,,,,,,,$0.00
5,0,Tamiyo's Compleation,Kamigawa: Neon Dynasty,83,Near Mint,English,,,,,,,,$0.00
4,0,Tamiyo's Safekeeping,Kamigawa: Neon Dynasty,211,Near Mint,English,,,,,,,,$0.00
1,0,Tamiyo's Safekeeping,Kamigawa: Neon Dynasty,211,Near Mint,English,foil,,,,,,,$0.00
1,0,Tangled Florahedron // Tangled Vale,Zendikar Rising,211,Near Mint,English,,,,,,,,$0.00
2,0,Tanglepool Bridge,Modern Horizons 2,257,Near Mint,English,,,,,,,,$0.00
1,0,Tangletrap,Strixhaven: School of Mages,145,Near Mint,English,,,,,,,,$0.00
1,0,Tanuki Transplanter,Kamigawa: Neon Dynasty Commander,72,Near Mint,English,,,,,,,,$0.00
2,0,Tapping at the Window,Innistrad: Midnight Hunt,201,Near Mint,English,,,,,,,,$0.00
1,0,"Taranika, Akroan Veteran",Theros Beyond Death,39,Near Mint,English,,,,,,,,$0.00
1,0,Taunting Arbormage,Zendikar Rising,212,Near Mint,English,,,,,,,,$0.00
4,0,Tavern Ruffian // Tavern Smasher,Innistrad: Midnight Hunt,163,Near Mint,English,,,,,,,,$0.00
2,0,Tavern Ruffian // Tavern Smasher,Innistrad: Midnight Hunt,296,Near Mint,English,,,,,,,,$0.00
1,0,Tavern Scoundrel,Modern Horizons 2,144,Near Mint,English,,,,,,,,$0.00
1,0,Teachings of the Archaics,Strixhaven: School of Mages,299,Near Mint,English,foil,,,,,,,$0.00
1,0,Teachings of the Kirin // Kirin-Touched Orochi,Kamigawa: Neon Dynasty,212,Near Mint,English,,,,,,,,$0.00
1,0,Tectonic Edge,Mystery Booster,1690,Near Mint,English,,,,,,,,$0.00
1,0,Teetering Peaks,Friday Night Magic,136,Near Mint,English,foil,,,,,,,$0.00
7,0,Teeterpeak Ambusher,Zendikar Rising,169,Near Mint,English,,,,,,,,$0.00
1,0,"Teferi, Master of Time",Core Set 2021,75,Near Mint,English,,,,,,,,$0.00
1,0,Teferi's Ageless Insight,Core Set 2021,76,Near Mint,English,,,,,,,,$0.00
1,0,Teferi's Protege,Core Set 2021,77,Near Mint,English,,,,,,,,$0.00
1,0,Teferi's Tutelage,Core Set 2021,78,Near Mint,English,,,,,,,,$0.00
1,0,Tempered in Solitude,Kamigawa: Neon Dynasty,165,Near Mint,English,,,,,,,,$0.00
1,0,Temple of Enlightenment,Kamigawa: Neon Dynasty Commander,180,Near Mint,English,,,,,,,,$0.00
2,0,Temple of Mystery,Core Set 2021,254,Near Mint,English,,,,,,,,$0.00
1,0,Temple of Plenty,Theros Beyond Death,248,Near Mint,English,,,,,,,,$0.00
1,0,Temple of the Dragon Queen,Adventures in the Forgotten Realms,260,Near Mint,English,,,,,,,,$0.00
1,0,Temple of the False God,Commander 2019,280,Near Mint,English,,,,,,,,$0.00
1,0,Temple of the False God,Commander 2020,319,Near Mint,English,,,,,,,,$0.00
1,0,Temple Thief,Theros Beyond Death,116,Near Mint,English,,,,,,,,$0.00
1,0,Tendrils of Agony,Strixhaven Mystical Archive Etched,97,Near Mint,English,,,,,,,,$0.00
1,0,Tendrils of Agony,Strixhaven Mystical Archive,34,Near Mint,English,,,,,,,,$0.00
1,0,Terastodon,Commander Legends,438,Near Mint,English,,,,,,,,$0.00
1,0,Tergrid's Shadow,Kaldheim,113,Near Mint,English,,,,,,,,$0.00
1,0,Terminal Agony,Modern Horizons 2,215,Near Mint,English,,,,,,,,$0.00
1,0,Terminal Agony,Modern Horizons 2,424,Near Mint,English,,,,,,,,$0.00
1,0,Terminate,Commander 2020,231,Near Mint,English,,,,,,,,$0.00
1,0,Terramorphic Expanse,Commander 2019,281,Near Mint,English,,,,,,,,$0.00
1,0,Terramorphic Expanse,Commander Legends,357,Near Mint,English,,,,,,,,$0.00
1,0,Territorial Scythecat,Zendikar Rising,213,Near Mint,English,,,,,,,,$0.00
1,0,Terror of Mount Velus,Theros Beyond Death,295,Near Mint,English,,,,,,,,$0.00
2,0,Terror of the Fairgrounds,Kaladesh,137,Near Mint,English,,,,,,,,$0.00
1,0,"Teshar, Ancestor's Apostle",Kamigawa: Neon Dynasty Commander,90,Near Mint,English,,,,,,,,$0.00
1,0,"Tezzeret, Betrayer of Flesh",Kamigawa: Neon Dynasty,84,Near Mint,English,,,,,,,,$0.00
1,0,Tezzeret's Gambit,Strixhaven Mystical Archive Etched,21,Near Mint,English,,,,,,,,$0.00
1,0,"Thalia, Guardian of Thraben",Innistrad: Crimson Vow,38,Near Mint,English,,,,,,,,$0.00
1,0,Thalia's Lieutenant,Commander 2020,103,Near Mint,English,,,,,,,,$0.00
3,0,Thaumaturge's Familiar,Theros Beyond Death,238,Near Mint,English,,,,,,,,$0.00
1,0,The Book of Exalted Deeds,Promo pack: Adventures in the Forgotten Realms,4,Near Mint,English,,,,,,,,$0.00
1,0,The Dragon-Kami Reborn // Dragon-Kami's Egg,Prerelease Events: Kamigawa: Neon Dynasty,181,Near Mint,English,foil,,,,,,,$0.00
1,0,The Dragon-Kami Reborn // Dragon-Kami's Egg,Kamigawa: Neon Dynasty,181,Near Mint,English,foil,,,,,,,$0.00
1,0,The Eldest Reborn,Commander 2019,131,Near Mint,English,,,,,,,,$0.00
3,0,The Fall of Lord Konda // Fragment of Konda,Kamigawa: Neon Dynasty,12,Near Mint,English,,,,,,,,$0.00
5,0,The Long Reach of Night // Animus of Night's Reach,Kamigawa: Neon Dynasty,109,Near Mint,English,,,,,,,,$0.00
7,0,The Modern Age // Vector Glider,Kamigawa: Neon Dynasty,66,Near Mint,English,,,,,,,,$0.00
1,0,The Reality Chip,Kamigawa: Neon Dynasty,74,Near Mint,English,,,,,,,,$0.00
1,0,The Restoration of Eiganjo // Architect of Restoration,Kamigawa: Neon Dynasty,34,Near Mint,English,,,,,,,,$0.00
1,0,The Restoration of Eiganjo // Architect of Restoration,Kamigawa: Neon Dynasty,354,Near Mint,English,,,,,,,,$0.00
7,0,The Shattered States Era // Nameless Conqueror,Kamigawa: Neon Dynasty,162,Near Mint,English,,,,,,,,$0.00
1,0,The Shattered States Era // Nameless Conqueror,Kamigawa: Neon Dynasty,162,Near Mint,English,foil,,,,,,,$0.00
1,0,The Three Seasons,Kaldheim,231,Near Mint,English,,,,,,,,$0.00
2,0,The Underworld Cookbook,Modern Horizons 2,240,Near Mint,English,,,,,,,,$0.00
1,0,The Underworld Cookbook,Modern Horizons 2,434,Near Mint,English,,,,,,,,$0.00
2,0,The Underworld Cookbook,Modern Horizons 2,434,Near Mint,English,foil,,,,,,,$0.00
1,0,Thermo-Alchemist,Innistrad: Double Feature,164,Near Mint,English,,,,,,,,$0.00
4,0,Thespian's Stage,Double Masters,327,Near Mint,English,,,,,,,,$0.00
1,0,Thieves' Tools,Adventures in the Forgotten Realms,122,Near Mint,English,,,,,,,,$0.00
1,0,Thirst for Discovery,Innistrad: Crimson Vow,333,Near Mint,English,foil,,,,,,,$0.00
1,0,Thirst for Knowledge,Jumpstart,183,Near Mint,English,,,,,,,,$0.00
2,0,Thirst for Knowledge,Kamigawa: Neon Dynasty,85,Near Mint,English,,,,,,,,$0.00
2,0,Thirst for Meaning,Theros Beyond Death,74,Near Mint,English,,,,,,,,$0.00
1,0,Thirsting Shade,Ravnica Allegiance,87,Near Mint,English,,,,,,,,$0.00
1,0,Thopter Spy Network,Kamigawa: Neon Dynasty Commander,98,Near Mint,English,,,,,,,,$0.00
1,0,Thorn of the Black Rose,Commander Legends,154,Near Mint,English,foil,,,,,,,$0.00
1,0,Thorn of the Black Rose,Commander Legends,154,Near Mint,English,,,,,,,,$0.00
1,0,Thornhide Wolves,Shadows over Innistrad,232,Near Mint,English,,,,,,,,$0.00
1,0,Thornwood Falls,Commander Legends,498,Near Mint,English,,,,,,,,$0.00
2,0,Thornwood Falls,Core Set 2020,258,Near Mint,English,,,,,,,,$0.00
1,0,Thornwood Falls,Ikoria: Lair of Behemoths,256,Near Mint,English,,,,,,,,$0.00
3,0,Thornwood Falls,Kamigawa: Neon Dynasty,279,Near Mint,English,,,,,,,,$0.00
3,0,Thought Distortion,Core Set 2020,117,Near Mint,English,,,,,,,,$0.00
1,0,Thought Monitor,Modern Horizons 2,71,Near Mint,English,,,,,,,,$0.00
1,0,Thought Vessel,The List,274,Near Mint,English,,,,,,,,$0.00
1,0,Thought Vessel,Commander Legends,346,Near Mint,English,,,,,,,,$0.00
1,0,Thoughtcast,Kamigawa: Neon Dynasty Commander,99,Near Mint,English,,,,,,,,$0.00
1,0,Thoughtseize,Double Masters,109,Near Mint,English,,,,,,,,$0.00
1,0,Thoughtseize,Time Spiral Remastered,334,Near Mint,English,,,,,,,,$0.00
1,0,Thousand-Faced Shadow,Kamigawa: Neon Dynasty,86,Near Mint,English,,,,,,,,$0.00
1,0,Thraben Doomsayer,Commander 2020,104,Near Mint,English,,,,,,,,$0.00
1,0,Thraben Watcher,Modern Horizons 2,34,Near Mint,English,,,,,,,,$0.00
1,0,Thrash of Raptors,Ixalan,168,Near Mint,English,,,,,,,,$0.00
1,0,Three Visits,Commander Legends,261,Near Mint,English,,,,,,,,$0.00
1,0,Threnody Singer,Theros Beyond Death,75,Near Mint,English,,,,,,,,$0.00
2,0,Thrill of Possibility,Throne of Eldraine,146,Near Mint,English,,,,,,,,$0.00
1,0,Thrill of the Hunt,Time Spiral Remastered,241,Near Mint,English,,,,,,,,$0.00
1,0,Thrilling Discovery,Strixhaven: School of Mages,243,Near Mint,English,,,,,,,,$0.00
1,0,Thriving Grove,Jumpstart,34,Near Mint,English,,,,,,,,$0.00
1,0,Thriving Heath,Jumpstart,35,Near Mint,English,,,,,,,,$0.00
3,0,Thriving Isle,Jumpstart,36,Near Mint,English,,,,,,,,$0.00
1,0,Thriving Moor,Jumpstart,37,Near Mint,English,,,,,,,,$0.00
1,0,Thundering Chariot,Theros Beyond Death,239,Near Mint,English,,,,,,,,$0.00
1,0,Thundering Djinn,Modern Horizons,215,Near Mint,English,,,,,,,,$0.00
1,0,Thundering Giant,Welcome Deck 2017,23,Near Mint,English,,,,,,,,$0.00
1,0,Thundering Mightmare,Innistrad: Crimson Vow Commander,37,Near Mint,English,,,,,,,,$0.00
1,0,Thundering Raiju,Kamigawa: Neon Dynasty,166,Near Mint,English,,,,,,,,$0.00
1,0,Thundering Raiju,Kamigawa: Neon Dynasty,166,Near Mint,English,foil,,,,,,,$0.00
3,0,Thundering Rebuke,Zendikar Rising,170,Near Mint,English,,,,,,,,$0.00
1,0,Thundering Sparkmage,Zendikar Rising,171,Near Mint,English,,,,,,,,$0.00
7,0,Thundersteel Colossus,Kamigawa: Neon Dynasty,261,Near Mint,English,,,,,,,,$0.00
1,0,Timberland Guide,Innistrad: Midnight Hunt,202,Near Mint,English,,,,,,,,$0.00
1,0,Time Warp,Strixhaven Mystical Archive,22,Near Mint,English,,,,,,,,$0.00
1,0,Timeless Witness,Modern Horizons 2,358,Near Mint,English,,,,,,,,$0.00
1,0,Tireless Hauler // Dire-Strain Brawler,Innistrad: Midnight Hunt,203,Near Mint,English,,,,,,,,$0.00
1,0,Tireless Provisioner,Modern Horizons 2,180,Near Mint,English,,,,,,,,$0.00
1,0,Titan Hunter,Commander 2020,48,Near Mint,English,,,,,,,,$0.00
1,0,Titan of Eternal Fire,Commander 2020,163,Near Mint,English,,,,,,,,$0.00
1,0,Tizerus Charger,Modern Horizons 2,101,Near Mint,English,foil,,,,,,,$0.00
2,0,Tolarian Kraken,Core Set 2021,80,Near Mint,English,,,,,,,,$0.00
2,0,Tome Raider,Throne of Eldraine,68,Near Mint,English,,,,,,,,$0.00
1,0,Tome Shredder,Strixhaven: School of Mages,117,Near Mint,English,,,,,,,,$0.00
1,0,Torch Courier,Guilds of Ravnica,119,Near Mint,English,,,,,,,,$0.00
1,0,Tormenting Voice,Zendikar Rising,172,Near Mint,English,foil,,,,,,,$0.00
1,0,Tormentor's Helm,Kaldheim,155,Near Mint,English,,,,,,,,$0.00
